Titel;Vorname;Nachname;Partei;Jahrgang;Kandidatennummer;Geschlecht
;"Wolfgang";"Siewert";"GRÜNE";1942;2957;M
;"Kosima";"Sikora";"FAMILIE";1957;2958;W
;"Thomas";"Silberhorn";"CSU";1968;2959;M
;"Herbert";"Simm";"CDU";1954;2960;M
;"Martin";"Simmermann";"DIE LINKE";1967;2961;M
;"Werner";"Simmling";"FDP";1944;2962;M
;"Johannes";"Singhammer";"CSU";1953;2963;M
;"Eugenia";"Singler";"CDU";1958;2964;W
;"Christopher";"Sitte";"FDP";1973;2965;M
"Dr.";"Petra";"Sitte";"DIE LINKE";1960;2966;W
;"Judith";"Skudelny";"FDP";1975;2967;W
;"Hannelore";"Slaugh";"Die Tierschutzpartei";1949;2968;W
;"Günter Paul";"Slave";"MLPD";1955;2969;M
;"Oliver";"Snelinski";;1980;2970;M
;"Karl";"Söllner";"SPD";1956;2971;M
;"Peter";"Sokolowski";"GRÜNE";1964;2972;M
"Dr.";"Hermann Otto";"Solms-Hohensolms-Lich Prinz zu";"FDP";1940;2973;M
;"Lothar";"Sommer";;1954;2974;M
;"Volker Christoph";"Sommer";"ödp";1944;2975;M
;"Bernd";"Sommerau";;1954;2976;M
;"Elke";"Sommermeyer";"FDP";1954;2977;W
;"Christoph";"Sonnenberg-Westeson";"GRÜNE";1969;2978;M
;"Sebastian";"Sonner";"ödp";1953;2979;M
;"Sina";"Sossna";"FDP";1990;2980;W
;"Alois";"Späth";;1937;2981;M
;"Jens";"Spahn";"CDU";1980;2982;M
"Dr.";"Günther";"Spangenberg";"FWD";1935;2983;M
;"Joachim";"Spatz";"FDP";1964;2984;M
;"Heiko";"Spauke";"REP";1979;2985;M
;"Tobias";"Specht";"GRÜNE";1977;2986;M
"Dr.";"Christoph Marcel";"Spehr";"DIE LINKE";1963;2987;M
;"Albert";"Speicher";"DIE LINKE";1951;2988;M
;"Viviane";"Spethmann-Berssenbrügge";"CDU";1967;2989;W
;"Rainer";"Spiering";"SPD";1956;2990;M
;"Richard";"Spieß";"DIE LINKE";1959;2991;M
;"Frank";"Spieth";"DIE LINKE";1947;2992;M
;"Hans";"Spieth";"ADM";1943;2993;M
;"Anita";"Spinner";"ödp";1964;2994;W
;"Norbert";"Spinrath";"SPD";1957;2995;M
;"Rolf";"Spitz";"SPD";1960;2996;M
;"Wolfgang";"Spitz";"CDU";1960;2997;M
;"Lars";"Spönlein";"NPD";1972;2998;M
;"Uta";"Spöri";"DIE LINKE";1955;2999;W
;"Ernst";"Sporer";"GRÜNE";1950;3000;M
;"Heinz-Günter";"Sprodowski";"Volksabstimmung";1930;3001;M
;"Matthias";"Stadie";"REP";1976;3002;M
"Dr.";"Maximilian";"Stadler";"FDP";1949;3003;M
;"Maren";"Stäbler";"CDU";1983;3004;W
;"Torsten Heiko";"Staffeldt";"FDP";1963;3005;M
;"Christian";"Stahl";"CDU";1975;3006;M
;"Rainer";"Staib";"CDU";1969;3007;M
;"Josef";"Stalleicher";"BüSo";1950;3008;M
;"Martina";"Stalleicken";"MLPD";1979;3009;W
;"Markus";"Stamm";"ödp";1970;3010;M
;"Thomas";"Stamm";"DIE LINKE";1968;3011;M
;"Martina";"Stamm-Fibich";"SPD";1965;3012;W
"Dr.";"Michael";"Stanglmaier";"GRÜNE";1963;3013;M
;"Eduard";"Stapel";"GRÜNE";1953;3014;M
;"Felix Johannes";"Staratschek";"ödp";1966;3015;M
;"Bettina";"Stark-Watzinger";"FDP";1968;3016;W
;"Alina";"Staszewski";"REP";1986;3017;W
;"Detlev";"Stauch";"REP";1953;3018;M
;"Carola";"Stauche";"CDU";1952;3019;W
;"Peter";"Staudenhöchtl";"REP";1955;3020;M
;"Alfred";"Staudt";"SPD";1958;3021;M
;"Horst";"Stauffer";"ödp";1934;3022;M
;"Ingo";"Stawitz";"NPD";1950;3023;M
;"Britta";"Steck";"GRÜNE";1965;3024;W
;"Anna-Elisabeth";"Stefanutti-Bscheidl";"BP";1955;3025;W
"Dr.";"Frank";"Steffel";"CDU";1966;3026;M
;"Sonja Amalie";"Steffen";"SPD";1963;3027;W
;"Manfred";"Steidle";"DIE LINKE";1958;3028;M
;"Günther";"Steiger";"BP";1958;3029;M
;"Marco Klaus Willy";"Steigert";"REP";1974;3030;M
"Dr.";"Dieter";"Stein";"MLPD";1957;3031;M
;"Horst-Peter";"Stein";"FDP";1960;3032;M
;"Kevin";"Stein";"NPD";1984;3033;M
;"Peter";"Stein";"CDU";1968;3034;M
;"Uli";"Stein";"ödp";1957;3035;M
;"Erika";"Steinbach";"CDU";1943;3036;W
;"Wilfried";"Steinberg";"REP";1940;3037;M
;"Holger";"Steinbiß";"NPD";1971;3038;M
;"Peer";"Steinbrück";"SPD";1947;3039;M
;"Dieter";"Steinecke";"SPD";1954;3040;M
;"Dorothea";"Steiner";"GRÜNE";1948;3041;W
;"Christina Theresa";"Steinheuer";"FDP";1979;3042;W
;"Lilli";"Steinke";"Volksabstimmung";1941;3043;W
;"Frank-Thomas";"Steinle";"DIE VIOLETTEN";1962;3044;M
;"Alfred";"Steinleitner";"NPD";1960;3045;M
"Dr.";"Frank-Walter";"Steinmeier";"SPD";1956;3046;M
;"Sven";"Steinmeyer";;1973;3047;M
;"Tom";"Steinwender";"GRÜNE";1978;3048;M
;"Frank Alfred";"Stengel";"Freie Union";1969;3049;M
;"Claus";"Stenglein";"SPD";1957;3050;M
;"Margitta Gisela";"Stephan";;1964;3051;W
;"André";"Stephany";"CDU";1989;3052;M
;"Andreas";"Steppuhn";"SPD";1962;3053;M
;"Stephan Peter";"Sterk";"DIE VIOLETTEN";1965;3054;M
;"Christian Alexander";"Stetten von";"CDU";1970;3055;M
;"Christian";"Steup";"NPD";1978;3056;M
;"Hendrik";"Stiefel";"PIRATEN";1983;3057;M
;"Dieter";"Stier";"CDU";1964;3058;M
;"Franziska";"Stier";"DIE LINKE";1984;3059;W
;"Frank Joachim";"Stierlin";"MLPD";1950;3060;M
;"Hauke";"Stiewe";;1971;3061;M
;"Sebastian";"Stiffel";"PIRATEN";1984;3062;M
"Dr.";"Rainer";"Stinner";"FDP";1947;3063;M
;"Madeleine";"Stockert";"MLPD";1947;3064;W
;"Hans-Achim";"Stockhausen von";"FDP";1945;3065;M
;"Hans Joachim";"Stockschläger";"FDP";1959;3066;M
;"Christiane";"Stodt-Kirchholtes";"GRÜNE";1962;3067;W
;"Sebastian";"Stöber";"NPD";1977;3068;M
;"Daniel";"Stöckel";"ödp";1979;3069;M
;"Volker";"Stöckel";;1966;3070;M
;"Matthias";"Stoll";"PIRATEN";1965;3071;M
;"Peter";"Stoltenberg";"GRÜNE";1949;3072;M
;"Phillip";"Stompfe";"CDU";1984;3073;M
;"Gero";"Storjohann";"CDU";1958;3074;M
;"Andreas";"Storm";"CDU";1964;3075;M
;"Axel";"Stoßno";"FDP";1967;3076;M
;"Veronika";"Stossun";"DIE LINKE";1949;3077;W
;"Stephan";"Stracke";"CSU";1974;3078;M
;"Christoph";"Strässer";"SPD";1949;3079;M
;"Hanna Bettina";"Stratmann";"DIE LINKE";1958;3080;W
;"Stefan";"Straub";"DIE LINKE";1945;3081;M
;"Max";"Straubinger";"CSU";1954;3082;M
;"Rüdiger Wilhelm";"Strauchmann";"DIE LINKE";1950;3083;M
;"Axel";"Strausdat";"DIE LINKE";1963;3084;M
;"Matthäus";"Strebl";"CSU";1952;3085;M
;"Dietmar";"Strehl";"GRÜNE";1956;3086;M
;"Reinhard";"Strehlke";"SPD";1954;3087;M
;"Ludwig";"Streitle";"REP";1947;3088;M
;"Wolfgang";"Strengmann-Kuhn";"GRÜNE";1964;3089;M
;"Karin";"Strenz";"CDU";1967;3090;W
;"Gerald";"Strickner";"BüSo";1953;3091;M
;"Sebastian";"Striegel";"GRÜNE";1981;3092;M
;"Friedbert";"Striewe";"GRÜNE";1958;3093;M
;"Thomas";"Strobl";"CDU";1960;3094;M
;"Hans-Christian";"Ströbele";"GRÜNE";1939;3095;M
;"Jörg Klaus Hartmut";"Stroedter";"SPD";1954;3096;M
;"Lena";"Strothmann";"CDU";1952;3097;W
;"Nikolai";"Strub";;1960;3098;M
;"Walter";"Strube";"CDU";1952;3099;M
;"Udo";"Strüker";"DIE LINKE";1956;3100;M
;"Pamela";"Strutz";"DIE LINKE";1979;3101;W
;"Joachim";"Struzyna";"MLPD";1955;3102;M
;"Susanne";"Struzyna";"MLPD";1956;3103;W
;"Sabine Ursula";"Stüber";"DIE LINKE";1953;3104;W
;"Michael";"Stübgen";"CDU";1959;3105;M
;"Joachim";"Stünker";"SPD";1948;3106;M
;"Heinrich";"Stürtz";"DIE LINKE";1949;3107;M
;"Tobias";"Stützer";"DIE LINKE";1981;3108;M
;"Arvid";"Stüwe";"PIRATEN";1976;3109;M
;"Erich Walter";"Sturm";"PIRATEN";1961;3110;M
;"Jan";"Sturm";"NPD";1965;3111;M
;"Ulrike";"Sturm";"GRÜNE";1961;3112;W
;"Astrid";"Suchanek";"Die Tierschutzpartei";1946;3113;W
;"Katja";"Suding";"FDP";1975;3114;W
;"Heike";"Sudmann";"DIE LINKE";1962;3115;W
;"Wilhelm";"Sudmann";"NPD";1960;3116;M
"Dr.";"Klaus";"Sühl";"DIE LINKE";1951;3117;M
;"Claudia";"Sünder";"SPD";1969;3118;W
;"Lydia";"Süßenbach";"PBC";1937;3119;W
;"Alexander";"Süßmair";"DIE LINKE";1977;3120;M
"Dr.";"Sabine";"Sütterlin-Waack";"CDU";1958;3121;W
;"Stefan";"Suhr";"NPD";1979;3122;M
;"Peter";"Sulzmann";"SPD";1964;3123;M
;"Christa";"Summerer";"BP";1958;3124;W
;"Ralf";"Susemichel";"SPD";1962;3125;M
;"Dirk";"Susemihl";"NPD";1969;3126;M
;"Cornelia";"Swillus-Knöchel";"DIE LINKE";1963;3127;W
;"Malte Maximilian Andreas Gabriel";"Symann";"CSU";1988;3128;M
;"Jan";"Syré";"FDP";1962;3129;M
;"Dorota";"Szymanska";"GRÜNE";1965;3130;W
"Dr.";"Rainer";"Tabillion";"SPD";1950;3131;M
;"Kerstin";"Tack";"SPD";1968;3132;W
"Dr.";"Kirsten";"Tackmann";"DIE LINKE";1960;3133;W
;"Roland";"Tandetzke";"REP";1965;3134;M
;"Martin";"Tangeten";;1978;3135;M
;"Jürgen";"Tartz";"FAMILIE";1969;3136;M
"Dr.";"Peter";"Tauber";"CDU";1974;3137;M
"Dr.";"Ludwig";"Tauscher";"CDU";1956;3138;M
;"Claudia";"Tausend";"SPD";1964;3139;W
;"Adolf";"Tegel";"Die Tierschutzpartei";1955;3140;M
;"Gabriele";"Teichmann";"SPD";1959;3141;W
;"Michael";"Teiser";"CDU";1951;3142;M
;"Frank";"Tempel";"DIE LINKE";1969;3143;M
;"Dietmar";"Tendler";"SPD";1952;3144;M
"Dr.";"Harald";"Terpe";"GRÜNE";1954;3145;M
"Dr.";"Michael";"Terwiesche";"FDP";1964;3146;M
;"Uwe";"Teske";;1961;3147;M
;"Philipp";"Tetzner";"REP";1981;3148;M
;"Jella";"Teuchner";"SPD";1956;3149;W
;"Hendrik";"Thalheim";"DIE LINKE";1960;3150;M
;"Evi Manuela";"Thanheiser";"SPD";1968;3151;W
;"Claudia";"Thannheimer";"CDU";1966;3152;W
;"Monika";"Thau";"Die Tierschutzpartei";1955;3153;W
;"Klaus";"Theis";"ödp";1957;3154;M
;"Andreas";"Theißen";"NPD";1972;3155;M
;"Roswitha";"Theißen";"NPD";1960;3156;W
;"Rudi Frank";"Theißen";"NPD";1959;3157;M
;"Renate";"Thiedemann";"SPD";1963;3158;W
;"Margret";"Thiel";"ödp";1945;3159;W
;"Carl-Ludwig";"Thiele";"FDP";1953;3160;M
;"Axel";"Thieme";"NPD";1949;3161;M
;"Wolfgang";"Thierse";"SPD";1943;3162;M
;"Gabriele";"Thiery";"CDU";1967;3163;W
;"Andreas Georg";"Thies";"SPD";1962;3164;M
;"Bodo";"Thiesen";"PIRATEN";1980;3165;M
;"Holger";"Thiesen";;1954;3166;M
;"Jörn";"Thießen";"SPD";1961;3167;M
;"Franz";"Thönnes";"SPD";1954;3168;M
;"Sebastian";"Thom";"NPD";1986;3169;M
;"Stephan";"Thomae";"FDP";1968;3170;M
;"Frank";"Thomas";;1967;3171;M
;"Heiko";"Thomas";"GRÜNE";1969;3172;M
;"Sascha";"Thomas";"DIE LINKE";1976;3173;M
"Dr.";"Steffen";"Thomas";"PIRATEN";1965;3174;M
;"Heinz";"Thorau";"Die Tierschutzpartei";1954;3175;M
;"Liane";"Thorwart";"DIE VIOLETTEN";1970;3176;W
;"Fritz";"Throne";"ödp";1958;3177;M
;"Udo";"Thümmel";"REP";1956;3178;M
;"Hans Peter";"Thul";"CDU";1948;3179;M
;"Sebastian";"Thul";"SPD";1980;3180;M
;"Rolf";"Tickert";"MLPD";1955;3181;M
;"Richard";"Tiede";"RRP";1942;3182;M
;"Wolfgang Erwin Bernhard";"Tiefensee";"SPD";1955;3183;M
;"Marcus";"Tietz";"NPD";1978;3184;M
;"Martina";"Tigges-Friedrichs";"FDP";1967;3185;W
;"Antje";"Tillmann";"CDU";1964;3186;W
;"Martin";"Timm";"DKP";1957;3187;M
;"Astrid";"Timmermann-Fechter";"CDU";1963;3188;W
;"Markus Albert";"Tischner";"CSU";1972;3189;M
;"Dirk";"Tittmann";"NPD";1980;3190;M
;"Anjes";"Tjarks";"GRÜNE";1981;3191;M
;"Manfred";"Todtenhausen";"FDP";1950;3192;M
;"Manuela";"Tönhardt";"NPD";1952;3193;W
;"Edeltraut";"Töpfer";"CDU";1949;3194;W
;"Serkan";"Tören";"FDP";1972;3195;M
;"Stefan";"Tolksdorf";"BüSo";1979;3196;M
;"Florian";"Toncar";"FDP";1979;3197;M
;"Bernd";"Topka";"ödp";1966;3198;M
;"Birgit";"Tornau";"CDU";1958;3199;W
;"Stefan";"Träger";"NPD";1988;3200;M
;"Gerhard";"Träxler";"BP";1938;3201;M
;"Gesa";"Tralau";"SPD";1969;3202;W
;"Patrick";"Trautsch";"NPD";1980;3203;M
;"Angelika";"Trendelenburg";"MLPD";1957;3204;W
;"Victor";"Trenkenschuh";;1937;3205;M
;"Heiko";"Trenkle";"REP";1991;3206;M
;"Markus";"Tressel";"GRÜNE";1977;3207;M
;"Gert";"Trinklein";"FDP";1949;3208;M
;"Jürgen";"Trittin";"GRÜNE";1954;3209;M
;"Jürgen";"Trobentar";"CSU";1950;3210;M
;"Anja Gerlinde";"Troff-Schaffarzyk";"SPD";1969;3211;W
"Dr.";"Axel";"Troost";"DIE LINKE";1954;3212;M
;"Andreas";"Trost";"BüSo";1981;3213;M
;"Artur";"Tybussek";"CDU";1958;3214;M
;"Ralf";"Überheim";"FDP";1961;3215;M
;"Reinhild";"Ufermann-Schützinger";"NPD";1953;3216;W
"Dr.";"Hans-Peter";"Uhl";"CSU";1944;3217;M
;"Knuth";"Uhland";"FDP";1966;3218;M
;"Jonny Peter";"Uhlemann";"REP";1965;3219;M
;"Peter";"Uldahl";"GRÜNE";1963;3220;M
;"Walter";"Ullmann";"REP";1939;3221;M
;"Joachim";"Ullrich";"RRP";1946;3222;M
;"Manfred";"Ulmer";"RRP";1943;3223;M
;"Alexander";"Ulrich";"DIE LINKE";1971;3224;M
;"Günter";"Ulrich";"NPD";1943;3225;M
;"Sultan";"Ulusoy";;1968;3226;W
;"Harald";"Unfried";"SPD";1964;3227;M
"Dr.";"Frank-Uwe";"Unger";"FWD";1964;3228;M
;"Joachim-Friedrich";"Unruh";"FDP";1952;3229;M
;"Karin";"Urbansky";"CDU";1970;3230;W
;"Stefan";"Urbat";"PIRATEN";1965;3231;M
;"Herbert";"Utz";;1966;3232;M
;"Arnold Eugen Hugo";"Vaatz";"CDU";1955;3233;M
"Dr.";"Wilhelm";"Vachenauer";"ödp";1949;3234;M
;"Richard Ludwig Heinrich Karl";"Vahlberg";"NPD";1931;3235;M
;"Philipp";"Valenta";"NPD";1981;3236;M
;"Ulrich";"Vanek";"DIE LINKE";1947;3237;M
;"Rüdiger";"Veit";"SPD";1949;3238;M
;"Valentin";"Veithen";"DIE LINKE";1946;3239;M
;"Angelo";"Veltens";"PIRATEN";1985;3240;M
;"Ansgar";"Veltens";"PIRATEN";1960;3241;M
;"Benedikt Josef";"Vennemann";"FDP";1970;3242;M
;"Günter";"Vetter";"RRP";1952;3243;M
;"Marcus";"Viefeld";"FDP";1975;3244;M
;"Thomas";"Vierk";"NPD";1973;3245;M
;"Thomas";"Viesehon";"CDU";1973;3246;M
;"Simone";"Violka";"SPD";1968;3247;W
;"Regina";"Vischer";"GRÜNE";1957;3248;W
;"Nico";"Völker";"FDP";1980;3249;M
;"Hans-Dieter";"Völlm";"PBC";1943;3250;M
;"Alexander";"Vogel";"FDP";1983;3251;M
;"Ines";"Vogel";"SPD";1980;3252;W
;"Johannes";"Vogel";"FDP";1982;3253;M
;"Michael";"Vogel";"PIRATEN";1970;3254;M
;"Sebastian";"Vogel";"SPD";1979;3255;M
;"Volkmar";"Vogel";"CDU";1959;3256;M
;"Susanne";"Vogel-Vitzthum";"DIE LINKE";1960;3257;W
;"Jörg";"Vogelsänger";"SPD";1964;3258;M
;"Stefanie";"Vogelsang";"CDU";1966;3259;W
;"Kathrin";"Vogler";"DIE LINKE";1963;3260;W
;"Karl-Edmund";"Vogt";"ödp";1944;3261;M
;"Ute";"Vogt";"SPD";1964;3262;W
;"Arend";"Vogtländer";"PIRATEN";1972;3263;M
;"Udo";"Voigt";"NPD";1952;3264;M
;"Christian";"Volk";"CDU";1980;3265;M
"Dr.";"Daniel";"Volk";"FDP";1970;3266;M
;"Timo";"Volkmar";"PIRATEN";1980;3267;M
"Dr.";"Eva Marlies";"Volkmer";"SPD";1947;3268;W
;"Sven";"Volmering";"CDU";1976;3269;M
;"Margit-Szu";"Volosinovszky";"Die Tierschutzpartei";1955;3270;W
;"Rolf";"Vorberger";"RRP";1950;3271;M
;"Christian";"Vorländer";"SPD";1973;3272;M
;"Franziska";"Vorpahl";"NPD";1988;3273;W
;"Bernd";"Voß";"GRÜNE";1954;3274;M
;"Hans-Joachim";"Voß";"NPD";1948;3275;M
;"Harry Otto Adolf";"Voß";"DIE LINKE";1953;3276;M
;"Johanna Regina";"Voß";"DIE LINKE";1957;3277;W
;"Renate";"Voß";"MLPD";1943;3278;W
;"Sylvia";"Voß";"DIE LINKE";1954;3279;W
;"Christel Hedwig Ernestine";"Voßbeck-Kayser";"CDU";1961;3280;W
;"Andrea";"Voßhoff";"CDU";1958;3281;W
;"Karl";"Voßkühler";"DIE LINKE";1981;3282;M
;"Daniela";"Vrankaj";"NPD";1980;3283;W
;"Christoph";"Vries de";"CDU";1974;3284;M
;"Kees";"Vries de";"CDU";1955;3285;M
;"Mehmet Ali";"Vuranoglu";"MLPD";1959;3286;M
;"Heinrich";"Wachs";"NPD";1968;3287;M
"Dr.";"Johann David";"Wadephul";"CDU";1963;3288;M
;"Cassandra";"Wächter";"NPD";1986;3289;W
;"Horst";"Wagener";"NPD";1937;3290;M
;"Sarah";"Wagenknecht-Niemeyer";"DIE LINKE";1969;3291;W
;"Adi";"Wagner";"SPD";1952;3292;W
;"Arfst";"Wagner";"GRÜNE";1954;3293;M
;"Brigitte";"Wagner";"REP";1947;3294;W
;"Daniela";"Wagner";"GRÜNE";1957;3295;W
;"Gerhard";"Wagner";"Volksabstimmung";1939;3296;M
;"Karla";"Wagner";"SPD";1957;3297;W
;"Kay";"Wagner";"ödp";1984;3298;M
;"Kurt";"Wagner";"CDU";1937;3299;M
;"Regina";"Wagner";"CDU";1964;3300;W
;"Sascha";"Wagner";"NPD";1972;3301;M
;"Susanne";"Wagner";"MLPD";1953;3302;W
;"Monika";"Wagschal";"SPD";1954;3303;W
;"Christoph";"Waitz";"FDP";1960;3304;M
;"Ingo Peter";"Walde";"NPD";1945;3305;M
;"Björn";"Walden";"SPD";1983;3306;M
;"Silvio";"Waldheim";"NPD";1960;3307;M
;"Thomas";"Waldheim";"DIE LINKE";1960;3308;M
;"Michael";"Waldow";;1971;3309;M
;"Stefan";"Walesch";"PIRATEN";1988;3310;M
;"Kirsten";"Wallbraun";"ödp";1962;3311;W
"Dr.";"Gabriele Anna";"Wallenstein";"MLPD";1947;3312;W
;"Klaus";"Wallenstein";"MLPD";1943;3313;M
;"Max D.";"Walser";"BP";1952;3314;M
;"Bruno";"Walter";"DIE VIOLETTEN";1961;3315;M
;"Helmut";"Walter";"NPD";1952;3316;M
;"Markus";"Walter";"NPD";1975;3317;M
;"Uli";"Walter";"FDP";1945;3318;M
;"Mechthild";"Walter von";"ödp";1939;3319;W
;"Beate";"Walter-Rosenheimer";"GRÜNE";1964;3320;W
;"Claudia";"Walther";"SPD";1963;3321;W
;"Leo";"Wandersleb";"PIRATEN";1977;3322;M
;"Marco";"Wanderwitz";"CDU";1975;3323;M
"Dr.";"Joseph";"Wandl";"DIE LINKE";1950;3324;M
;"Franz-Markus";"Wantscha";"BüSo";1948;3325;M
;"Cornelia Maria";"Wasner-Sommer";"CSU";1965;3326;W
;"Karl-Josef";"Wasserhövel";"SPD";1962;3327;M
;"Halina";"Wawzyniak";"DIE LINKE";1973;3328;W
;"Andreas";"Weber";"BüSo";1980;3329;M
;"Andreas";"Weber";"CDU";1979;3330;M
;"Bernd";"Weber";"SPD";1979;3331;M
;"Erwin Willi";"Weber";;1947;3332;M
;"Florian";"Weber";"BP";1963;3333;M
;"Karin";"Weber";"MLPD";1951;3334;W
;"Matthias";"Weber";"FDP";1985;3335;M
;"Patrick";"Weber";"NPD";1983;3336;M
;"Peter";"Weber";"ödp";1949;3337;M
;"Volker Helmut";"Weber";"FDP";1962;3338;M
;"Elke";"Weckner-Lömm";"FDP";1958;3339;W
;"Dirk";"Wedel";"FDP";1974;3340;M
"Dr.";"Christina- Elisabeth";"Wedelstaedt von";"CDU";1965;3341;W
;"Bastian Immanuel";"Wefes";"DIE LINKE";1982;3342;M
;"Maximilian Anton";"Wegele";"ödp";1966;3343;M
;"Daniela";"Wegener";"NPD";1974;3344;W
;"Gunnar";"Wegener";"SPD";1953;3345;M
;"Sabine Barbara";"Wegmann";"DIE LINKE";1952;3346;W
;"Kai Peter";"Wegner";"CDU";1972;3347;M
;"Jürgen";"Wehner";"NPD";1965;3348;M
;"Sven";"Wehrend";"PIRATEN";1987;3349;M
"Dr.";"Ingrid";"Weible";"MLPD";1947;3350;W
;"Hans";"Weide";"ADM";1937;3351;M
;"Michael";"Weidner";"MLPD";1948;3352;M
;"Heiko";"Weiershäuser";"SPD";1963;3353;M
;"Nils";"Weigand";"FDP";1976;3354;M
;"Andreas";"Weigel";"SPD";1964;3355;M
;"Florian";"Weigel";"CDU";1988;3356;M
;"Anton";"Weigl";"BP";1963;3357;M
;"Sebastian";"Weigle";"SPD";1978;3358;M
;"Rüdiger";"Weil";"SPD";1977;3359;M
;"Gerd";"Weiland";;1950;3360;M
;"Stephan";"Weiland";"CDU";1985;3361;M
;"Harald";"Weinberg";"DIE LINKE";1957;3362;M
;"Marcus";"Weinberg";"CDU";1967;3363;M
;"Angelika";"Weinfurtner";"SPD";1959;3364;W
;"Peter";"Weinlich";"FDP";1977;3365;M
;"Ingrid";"Weinmann";"BP";1942;3366;W
;"Wolfgang";"Weinsziehr";"RRP";1943;3367;M
;"Günther";"Weishäupl";"DVU";1967;3368;M
;"Peter Georg";"Weispfenning";"MLPD";1967;3369;M
;"Christian";"Weiß";"DKP";1960;3370;M
;"Emmi Paula";"Weiß";"FDP";1935;3371;W
;"Peter";"Weiß";"CDU";1956;3372;M
;"Robert";"Weiß";"ödp";1971;3373;M
;"Sabine Katharina";"Weiss";"CDU";1958;3374;W
;"Wolfgang";"Weiß";"GRÜNE";1961;3375;M
;"Dirk";"Weissleder";"FDP";1969;3376;M
;"Felix";"Weitenhagen";"MLPD";1977;3377;M
;"Gabriele";"Weiter";"ödp";1957;3378;W
;"Norbert";"Welk";"PIRATEN";1964;3379;M
;"Lukas Volkmar";"Welke";;1955;3380;M
;"Ingo";"Wellenreuther";"CDU";1959;3381;M
;"Karl-Georg";"Wellmann";"CDU";1952;3382;M
;"Sigrid";"Wellmann";"Die Tierschutzpartei";1958;3383;W
;"Alfred Wilhelm";"Welzhofer";"PIRATEN";1961;3384;M
"Prof. Dr.";"Helmut Adolph Wilhelm";"Wenck";"CDU";1935;3385;M
;"Willi Kurt";"Wende";;1947;3386;M
;"Michael";"Wendl";"DIE LINKE";1950;3387;M
;"Katrin";"Wendlandt";"REP";1968;3388;W
;"Marian";"Wendt";"CDU";1985;3389;M
;"Walter";"Wendt-Kleinberg";"DIE LINKE";1948;3390;M
;"Martin";"Weng";"CDU";1978;3391;M
;"Karsten";"Wengelinski";"REP";1963;3392;M
;"Elvira";"Wengenroth";"PBC";1961;3393;W
;"Jörg";"Wenghöfer";"SPD";1964;3394;M
;"Felizitas";"Wennmacher";"DIE LINKE";1952;3395;W
;"Renate";"Werlberger";"NPD";1955;3396;W
;"Elisabeth";"Werle";"DIE VIOLETTEN";1962;3397;W
;"Daniel";"Werner";"SPD";1977;3398;M
;"Elsbeth";"Werner";"DIE VIOLETTEN";1945;3399;W
;"Karsten";"Werner";"BüSo";1984;3400;M
;"Katrin";"Werner";"DIE LINKE";1973;3401;W
;"Reinhard";"Wersing";"ödp";1940;3402;M
;"Gudrun Elisabeth";"Wesener";"MLPD";1959;3403;W
;"Claudia";"Wesner";"CDU";1971;3404;W
;"Herbert";"Wessel";"DIE LINKE";1951;3405;M
"Dr.";"Dirk";"Weßlau";;1961;3406;M
;"Claudia Hannelore";"Weßling";"SPD";1985;3407;W
;"Waldemar";"Westermayer";"CDU";1953;3408;M
"Dr.";"Guido";"Westerwelle";"FDP";1961;3409;M
;"Angela";"Westfehling";"FDP";1956;3410;W
;"Benjamin";"Westphal";"PIRATEN";1988;3411;M
;"Maaret";"Westphely";"GRÜNE";1974;3412;W
;"Wolfgang";"Wettlaufer";"ödp";1948;3413;M
"Dr.";"Margrit";"Wetzel";"SPD";1950;3414;W
;"Hans";"Wetzelsberger";"RRP";1949;3415;M
;"Kai";"Whittaker";"CDU";1985;3416;M
;"Matthias";"Wichmann";"NPD";1973;3417;M
;"Peter";"Wichtel";"CDU";1949;3418;M
;"Andrea";"Wicklein";"SPD";1958;3419;W
;"Jürgen";"Widder";"NPD";1973;3420;M
;"Annette";"Widmann-Mauz";"CDU";1966;3421;W
;"Hans-Gerd";"Wiechmann";"DVU";1949;3422;M
;"Christel";"Wieck";"FDP";1958;3423;W
;"Heidemarie";"Wieczorek-Zeul";"SPD";1942;3424;W
;"Cornelia";"Wiedemeyer";"SPD";1961;3425;W
;"Volker";"Wiederstein";"PBC";1965;3426;M
"Dr.";"Dieter";"Wiefelspütz";"SPD";1946;3427;M
;"Daniel";"Wiegenstein";"MLPD";1958;3428;M
;"Dieter August Karl";"Wiegräfe";"DVU";1935;3429;M
;"Wolfgang";"Wieland";"GRÜNE";1948;3430;M
;"Margarete";"Wiemer";"DIE LINKE";1954;3431;W
;"Christoph";"Wiemers";"FDP";1973;3432;M
;"Roberto";"Wienzek";"BüSo";1983;3433;M
;"Patrick";"Wieschke";"NPD";1981;3434;M
;"Heinz";"Wiese";"CDU";1945;3435;M
;"Rita";"Wiesend";"ödp";1960;3436;W
;"Theodor";"Wieser";"CM";1949;3437;M
;"Claudia";"Wiest";"ödp";1967;3438;W
;"Susanne";"Wiest";;1967;3439;W
"Dr.";"Frank-Eberhard";"Wilde";"ödp";1937;3440;M
;"Peter";"Wildenradt von";;1957;3441;M
;"Sabine";"Wilhelm";"SPD";1965;3442;W
;"Ralf Heinrich";"Wilhelmi";"FDP";1952;3443;M
;"Maria Hilde";"Wilke";;1950;3444;W
